Date,spx,spx_ma200,spx_dist,spx_dist_s,t_trend,vix,vix_ma20,t_fear,vix_spike,freeze,hy,hy_ma20,hy_missing,t_credit,score_raw,score_s,vix_peak60,c_vix_below_25,c_vix_falling,c_hy_narrowing,stab_raw,stab_s,stab_n,kospi,kospi_ma200,kospi_dist,kospi_dist_s,kr_below_ma,kr_overheat,usdkrw,fx_chg,fx_warn,move,move_warn,move_extreme,frag_breadth,frag_credit,frag_curve,rsp_spy_chg,t10y2y,credit_widen,near_high,fragility,regime,exposure_us,ladder_days,ladder_step,shock_age,no_new_buys,exposure_kr,trading_bucket
2004-01-02,1108.4800,994.0001,0.1152,0.1165,0.0000,18.2200,16.9365,0.0000,0.0000,0.0000,2.3200,2.3330,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,2.2000,2.0000,821.2600,704.0228,0.1665,0.1476,0.0000,0.0000,1195.8000,0.0028,0.0000,118.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0209,2.4400,0.0300,1.0000,0.0000,uptrend,65.0000,0,0,0,0.0000,65.0000,20.0000
2004-01-05,1122.2200,995.2329,0.1276,0.1204,0.0000,17.4900,16.9960,0.0000,0.0000,0.0000,2.2700,2.3320,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,2.4000,2.0000,824.1000,705.3010,0.1684,0.1555,0.0000,1.0000,1178.9000,-0.0094,0.0000,113.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0229,2.4600,-0.0200,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-06,1123.6700,996.3723,0.1278,0.1219,0.0000,16.7300,16.9780,0.0000,0.0000,0.0000,2.3200,2.3315,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,2.6000,3.0000,823.4300,706.5393,0.1654,0.1621,0.0000,1.0000,1189.4000,0.0040,0.0000,108.7700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0204,2.4500,-0.0100,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-07,1126.3300,997.6828,0.1289,0.1239,0.0000,15.5000,16.9260,0.0000,0.0000,0.0000,2.3000,2.3300,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,2.8000,3.0000,827.0700,707.8254,0.1685,0.1645,0.0000,1.0000,1176.8000,-0.0074,0.0000,110.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0212,2.4300,-0.0300,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-08,1131.9200,998.9687,0.1331,0.1265,0.0000,15.6100,16.8250,0.0000,0.0000,0.0000,2.2600,2.3260,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,824.1500,709.1712,0.1621,0.1662,0.0000,1.0000,1171.0000,-0.0099,0.0000,109.7100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0178,2.4200,-0.0800,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-09,1121.8600,1000.2283,0.1216,0.1278,0.0000,16.7500,16.7690,0.0000,0.0000,0.0000,2.3100,2.3240,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,845.2700,710.6236,0.1895,0.1708,0.0000,1.0000,1181.3000,0.0042,0.0000,102.8200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0213,2.4300,-0.0400,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-12,1127.2300,1001.5218,0.1255,0.1274,0.0000,16.8200,16.7735,0.0000,0.0000,0.0000,2.3200,2.3225,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,850.7900,712.1313,0.1947,0.1760,0.0000,1.0000,1168.8000,-0.0009,0.0000,100.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0202,2.4300,-0.0300,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-13,1121.2200,1002.8104,0.1181,0.1254,0.0000,18.0400,16.8550,0.0000,0.0000,0.0000,2.3500,2.3230,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,0.0000,2.0000,2.8000,3.0000,848.4300,713.5918,0.1890,0.1807,0.0000,1.0000,1175.3000,0.0018,0.0000,97.5400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0230,2.4200,0.0100,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-14,1130.5200,1004.2221,0.1258,0.1248,0.0000,16.7500,16.8310,0.0000,0.0000,0.0000,2.3300,2.3225,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,0.0000,2.0000,2.6000,3.0000,849.6200,715.1614,0.1880,0.1847,0.0000,1.0000,1175.2000,-0.0040,0.0000,100.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0247,2.3600,-0.0100,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-15,1132.0500,1005.5900,0.1258,0.1233,0.0000,15.5600,16.8125,0.0000,0.0000,0.0000,2.3300,2.3215,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,0.0000,2.0000,2.4000,2.0000,845.6600,716.6969,0.1799,0.1882,0.0000,1.0000,1174.5000,-0.0045,0.0000,103.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0288,2.3200,-0.0200,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-16,1139.8300,1006.8846,0.1320,0.1254,0.0000,15.0000,16.7835,0.0000,0.0000,0.0000,2.3000,2.3190,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,2.4000,2.0000,847.9500,718.2220,0.1806,0.1864,0.0000,1.0000,1186.7000,-0.0003,0.0000,104.5300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0306,2.3400,-0.0500,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-20,1138.7700,1008.1962,0.1295,0.1262,0.0000,15.2100,16.7360,0.0000,0.0000,0.0000,2.3100,2.3185,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,2.4000,2.0000,861.3700,719.8027,0.1967,0.1868,0.0000,1.0000,1176.7000,-0.0060,0.0000,102.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0351,2.3900,-0.0100,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-21,1147.6200,1009.5401,0.1368,0.1300,0.0000,14.3400,16.6320,0.0000,0.0000,0.0000,2.3300,2.3185,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,0.0000,2.0000,2.4000,2.0000,861.3700,721.3195,0.1942,0.1879,0.0000,1.0000,1184.2000,-0.0072,0.0000,103.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0287,2.3600,0.0000,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-22,1143.9399,1010.8601,0.1317,0.1311,0.0000,14.7100,16.5205,0.0000,0.0000,0.0000,2.3300,2.3180,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,0.0000,2.0000,2.4000,2.0000,861.3700,722.6968,0.1919,0.1887,0.0000,1.0000,1187.7000,-0.0065,0.0000,105.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0348,2.3300,-0.0100,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-23,1141.5500,1012.1764,0.1278,0.1316,0.0000,14.8400,16.4380,0.0000,0.0000,0.0000,2.3000,2.3175,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,2.6000,3.0000,861.3700,724.0671,0.1896,0.1906,0.0000,1.0000,1175.2000,-0.0169,0.0000,112.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0294,2.3800,-0.0100,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-26,1155.3700,1013.6233,0.1398,0.1331,0.0000,14.5500,16.3325,0.0000,0.0000,0.0000,2.2800,2.3145,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,2.6000,3.0000,869.0400,725.5649,0.1977,0.1940,0.0000,1.0000,1174.5000,-0.0217,0.0000,114.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0226,2.4100,-0.0600,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-27,1144.0500,1014.9857,0.1272,0.1326,0.0000,15.3500,16.2275,0.0000,0.0000,0.0000,2.2600,2.3110,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,2.6000,3.0000,863.0300,726.9914,0.1871,0.1921,0.0000,1.0000,1167.8000,-0.0274,0.0000,111.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0227,2.4100,-0.0700,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-28,1128.4800,1016.2866,0.1104,0.1274,0.0000,16.7800,16.2120,0.0000,0.0000,0.0000,2.2300,2.3060,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,2.8000,3.0000,859.5900,728.3745,0.1801,0.1893,0.0000,1.0000,1176.4000,-0.0082,0.0000,116.5300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0179,2.3500,-0.1000,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-29,1134.1100,1017.5310,0.1146,0.1240,0.0000,17.1400,16.1850,0.0000,0.0000,0.0000,2.1900,2.2990,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,853.4700,729.6699,0.1697,0.1849,0.0000,1.0000,1158.2000,-0.0306,0.0000,124.9300,1.0000,0.0000,0.0000,0.0000,0.0000,0.0160,2.3400,-0.1400,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-01-30,1131.1300,1018.7326,0.1103,0.1205,0.0000,16.6300,16.1010,0.0000,0.0000,0.0000,2.1900,2.2915,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,848.5000,730.8874,0.1609,0.1791,0.0000,1.0000,1160.0000,-0.0251,0.0000,116.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0153,2.3200,-0.1500,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-02,1135.2600,1020.0093,0.1130,0.1151,0.0000,17.1100,16.0455,0.0000,0.0000,0.0000,2.1700,2.2840,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,854.8900,732.0552,0.1678,0.1731,0.0000,1.0000,1158.4000,-0.0313,0.0000,116.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0143,2.3500,-0.1500,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-03,1136.0300,1021.2216,0.1124,0.1121,0.0000,17.3400,16.0380,0.0000,0.0000,0.0000,2.1800,2.2795,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,839.8700,733.1909,0.1455,0.1648,0.0000,1.0000,1170.3000,-0.0073,0.0000,116.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0156,2.3500,-0.0900,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-04,1126.5200,1022.3941,0.1018,0.1104,0.0000,17.8700,16.0950,0.0000,0.0000,0.0000,2.1600,2.2715,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,835.5000,734.2643,0.1379,0.1564,0.0000,1.0000,1168.9000,-0.0172,0.0000,120.7100,1.0000,0.0000,0.0000,0.0000,0.0000,0.0123,2.3500,-0.1600,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-05,1128.5900,1023.4802,0.1027,0.1081,0.0000,17.7100,16.2055,0.0000,0.0000,0.0000,2.1300,2.2630,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,840.9200,735.4523,0.1434,0.1511,0.0000,1.0000,1157.7000,-0.0162,0.0000,125.7300,1.0000,0.0000,0.0000,0.0000,0.0000,0.0062,2.3500,-0.1700,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-06,1142.7600,1024.5989,0.1153,0.1091,0.0000,16.0000,16.2250,0.0000,0.0000,0.0000,2.1600,2.2580,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,850.2300,736.7130,0.1541,0.1497,0.0000,0.0000,1167.3000,-0.0032,0.0000,115.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0165,2.3500,-0.1000,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-09,1139.8101,1025.7408,0.1112,0.1087,0.0000,16.3900,16.2070,0.0000,0.0000,0.0000,2.1600,2.2505,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,864.7700,738.0951,0.1716,0.1505,0.0000,1.0000,1152.8000,-0.0241,0.0000,107.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0170,2.3300,-0.1500,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-10,1145.5400,1026.9745,0.1155,0.1093,0.0000,15.9400,16.1630,0.0000,0.0000,0.0000,2.1500,2.2420,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,866.8000,739.5959,0.1720,0.1558,0.0000,1.0000,1165.6000,-0.0027,0.0000,107.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0155,2.3100,-0.1700,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-11,1157.7600,1028.1891,0.1260,0.1141,0.0000,15.3900,16.0305,0.0000,0.0000,0.0000,2.1900,2.2340,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,876.3400,741.1325,0.1824,0.1647,0.0000,1.0000,1160.9000,-0.0123,0.0000,95.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0149,2.3200,-0.1600,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-12,1152.1100,1029.3604,0.1192,0.1174,0.0000,15.3100,15.9585,0.0000,0.0000,0.0000,2.1800,2.2265,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,877.9500,742.5355,0.1824,0.1725,0.0000,1.0000,1159.2000,-0.0136,0.0000,96.3400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0173,2.3500,-0.1500,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-13,1145.8101,1030.5049,0.1119,0.1168,0.0000,15.5800,15.9595,0.0000,0.0000,0.0000,2.2000,2.2200,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,882.1800,743.9496,0.1858,0.1788,0.0000,1.0000,1159.7000,-0.0126,0.0000,96.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0197,2.3500,-0.1300,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-17,1156.9900,1031.7083,0.1214,0.1188,0.0000,15.4000,15.9795,0.0000,0.0000,0.0000,2.1900,2.2145,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,884.8000,745.3769,0.1871,0.1819,0.0000,1.0000,1156.9000,-0.0251,0.0000,93.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0216,2.3500,-0.1100,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-18,1151.8199,1032.8170,0.1152,0.1188,0.0000,15.5900,15.9985,0.0000,0.0000,0.0000,2.1900,2.2085,0.0000,0.0000,0.0000,0.0000,19.4800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,877.1000,746.7752,0.1745,0.1824,0.0000,1.0000,1147.7000,-0.0246,0.0000,92.6300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,2.3300,-0.1200,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-19,1147.0601,1033.9196,0.1094,0.1154,0.0000,15.8000,16.0715,0.0000,0.0000,0.0000,2.1900,2.2015,0.0000,0.0000,0.0000,0.0000,18.9800,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,881.6500,748.1962,0.1784,0.1816,0.0000,1.0000,1147.0000,-0.0314,0.0000,91.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0202,2.3500,-0.1400,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-20,1144.1100,1034.9682,0.1055,0.1127,0.0000,16.0400,16.1380,0.0000,0.0000,0.0000,2.1800,2.1940,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,1.0000,3.0000,3.0000,3.0000,877.4900,749.5620,0.1707,0.1793,0.0000,1.0000,1157.5000,-0.0254,0.0000,92.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0188,2.3500,-0.1500,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-23,1140.9900,1036.0250,0.1013,0.1106,0.0000,16.2900,16.2105,0.0000,0.0000,0.0000,2.2000,2.1890,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,0.0000,2.0000,2.8000,3.0000,877.5200,750.8592,0.1687,0.1759,0.0000,1.0000,1179.4000,0.0036,0.0000,91.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0093,2.3600,-0.1000,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-24,1139.0900,1037.1191,0.0983,0.1059,0.0000,15.9000,16.2780,0.0000,0.0000,0.0000,2.1900,2.1845,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,1.0000,3.0000,2.8000,3.0000,864.5900,752.0918,0.1496,0.1684,0.0000,1.0000,1180.1000,0.0048,0.0000,90.9400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0058,2.3500,-0.0900,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-25,1143.6700,1038.1704,0.1016,0.1032,0.0000,14.9300,16.2570,0.0000,0.0000,0.0000,2.2100,2.1820,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,0.0000,2.0000,2.6000,3.0000,866.8700,753.3306,0.1507,0.1636,0.0000,1.0000,1158.8000,-0.0077,0.0000,92.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0079,2.3500,-0.0500,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-26,1144.9100,1039.1694,0.1018,0.1017,0.0000,14.8300,16.1595,0.0000,0.0000,0.0000,2.2000,2.1805,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,0.0000,2.0000,2.4000,2.0000,864.8600,754.4997,0.1463,0.1572,0.0000,1.0000,1165.8000,-0.0090,0.0000,93.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0098,2.3600,-0.0300,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-02-27,1144.9399,1040.1826,0.1007,0.1007,0.0000,14.5500,16.0300,0.0000,0.0000,0.0000,2.2100,2.1815,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,0.0000,2.0000,2.2000,2.0000,883.4200,755.8464,0.1688,0.1568,0.0000,1.0000,1172.8000,0.0126,0.0000,90.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0115,2.3300,0.0200,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-03-01,1155.9700,1041.2661,0.1102,0.1025,0.0000,14.4400,15.9205,0.0000,0.0000,0.0000,2.2000,2.1820,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,0.0000,2.0000,2.2000,2.0000,883.4200,757.2137,0.1667,0.1564,0.0000,1.0000,1176.9000,0.0146,0.0000,90.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0153,2.3300,0.0100,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-03-02,1149.1000,1042.2782,0.1025,0.1033,0.0000,14.8600,15.8080,0.0000,0.0000,0.0000,2.1900,2.1830,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,1.0000,3.0000,2.2000,2.0000,899.2100,758.6130,0.1853,0.1636,0.0000,1.0000,1163.0000,0.0040,0.0000,96.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0168,2.3100,0.0200,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-03-03,1151.0300,1043.3119,0.1032,0.1037,0.0000,14.5500,15.6685,0.0000,0.0000,0.0000,2.1800,2.1830,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,1.0000,3.0000,2.4000,2.0000,895.8100,760.0380,0.1786,0.1691,0.0000,1.0000,1156.6000,-0.0117,0.0000,104.3700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0202,2.3300,0.0000,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-03-04,1154.8700,1044.4824,0.1057,0.1045,0.0000,14.4000,15.4950,0.0000,0.0000,0.0000,2.1800,2.1840,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,1.0000,3.0000,2.6000,3.0000,907.4300,761.5933,0.1915,0.1782,0.0000,1.0000,1160.0000,-0.0076,0.0000,100.2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0215,2.3100,0.0200,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-03-05,1156.8600,1045.6680,0.1063,0.1056,0.0000,14.4800,15.3335,0.0000,0.0000,0.0000,2.2500,2.1900,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,0.0000,2.0000,2.6000,3.0000,905.3800,763.1098,0.1864,0.1817,0.0000,1.0000,1175.7000,0.0155,0.0000,92.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0213,2.2800,0.1200,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-03-08,1147.2000,1046.7869,0.0959,0.1027,0.0000,15.7900,15.3230,0.0000,0.0000,0.0000,2.3000,2.1970,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,0.0000,2.0000,2.6000,3.0000,900.1000,764.6075,0.1772,0.1838,0.0000,1.0000,1156.6000,-0.0092,0.0000,91.5800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0233,2.2600,0.1400,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-03-09,1140.5800,1047.8305,0.0885,0.0999,0.0000,16.6000,15.3335,0.0000,0.0000,0.0000,2.3000,2.2040,0.0000,0.0000,0.0000,0.0000,18.3100,1.0000,1.0000,0.0000,2.0000,2.4000,2.0000,891.5800,766.0885,0.1638,0.1795,0.0000,1.0000,1181.4000,0.0248,0.0000,93.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0270,2.2200,0.1400,1.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-03-10,1123.8900,1048.7838,0.0716,0.0936,0.0000,18.6700,15.4700,0.0000,0.0000,0.0000,2.3100,2.2120,0.0000,0.0000,0.0000,0.0000,18.6700,1.0000,1.0000,0.0000,2.0000,2.2000,2.0000,876.0200,767.4110,0.1415,0.1721,0.0000,1.0000,1158.9000,-0.0057,0.0000,95.4900,0.0000,0.0000,0.0000,1.0000,0.0000,0.0218,2.2000,0.1600,1.0000,1.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-03-11,1106.7800,1049.5603,0.0545,0.0834,0.0000,20.6700,15.7340,0.0000,0.0000,0.0000,2.3200,2.2185,0.0000,0.0000,0.0000,0.0000,20.6700,1.0000,0.0000,0.0000,1.0000,1.8000,2.0000,869.9300,768.6892,0.1317,0.1601,0.0000,1.0000,1162.0000,0.0009,0.0000,99.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0161,2.2200,0.1300,0.0000,0.0000,overheated,50.0000,0,0,0,0.0000,50.0000,20.0000
2004-03-12,1120.5699,1050.3971,0.0668,0.0755,0.0000,18.3000,15.8835,0.0000,0.0000,0.0000,2.3100,2.2250,0.0000,0.0000,0.0000,0.0000,20.6700,1.0000,1.0000,0.0000,2.0000,1.8000,2.0000,848.8000,769.7914,0.1026,0.1434,0.0000,0.0000,1177.0000,0.0154,0.0000,97.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0211,2.2400,0.1300,0.0000,0.0000,uptrend,65.0000,0,0,0,0.0000,65.0000,20.0000
2004-03-15,1104.4900,1051.1713,0.0507,0.0664,0.0000,21.1300,16.1610,0.0000,0.0000,0.0000,2.3100,2.2305,0.0000,0.0000,0.0000,0.0000,21.1300,1.0000,0.0000,0.0000,1.0000,1.6000,2.0000,852.2600,770.8905,0.1056,0.1290,0.0000,0.0000,1170.4000,0.0092,0.0000,96.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0196,2.2200,0.1100,0.0000,0.0000,uptrend,65.0000,0,0,0,0.0000,65.0000,20.0000
2004-03-16,1110.7000,1051.9069,0.0559,0.0599,0.0000,20.3400,16.4080,0.0000,0.0000,0.0000,2.3400,2.2380,0.0000,0.0000,0.0000,0.0000,21.1300,1.0000,0.0000,0.0000,1.0000,1.4000,1.0000,850.1300,771.9741,0.1012,0.1165,0.0000,0.0000,1171.4000,0.0125,0.0000,95.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0194,2.1900,0.1500,0.0000,0.0000,uptrend,65.0000,0,0,0,0.0000,65.0000,20.0000
2004-03-17,1123.7500,1052.6906,0.0675,0.0591,0.0000,18.1100,16.5340,0.0000,0.0000,0.0000,2.3300,2.2450,0.0000,0.0000,0.0000,0.0000,21.1300,1.0000,1.0000,0.0000,2.0000,1.4000,1.0000,872.3800,773.0924,0.1284,0.1139,0.0000,0.0000,1174.5000,0.0234,0.0000,96.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0203,2.1800,0.1400,1.0000,0.0000,uptrend,65.0000,0,0,0,0.0000,65.0000,20.0000
2004-03-18,1122.3199,1053.4444,0.0654,0.0613,0.0000,18.5300,16.6705,0.0000,0.0000,0.0000,2.3200,2.2515,0.0000,0.0000,0.0000,0.0000,21.1300,1.0000,1.0000,0.0000,2.0000,1.6000,2.0000,872.8200,774.2718,0.1273,0.1130,0.0000,0.0000,1159.3000,0.0107,0.0000,97.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0140,2.2100,0.1300,0.0000,0.0000,uptrend,65.0000,0,0,0,0.0000,65.0000,20.0000
